departamento,provincia,distrito,centro_poblado,categoria,codigo_de_ubigeo_y_centro_poblado,longitud,latitud,altitud,poblacion,vivienda,agua_por_red_publica,energia_electrica_en_la_vivienda,desague_por_red_publica,via_de_mayor_uso,transporte_de_mayor_uso,frecuencia,tiempo_en_minutos_hacia_la_capital_del_distrito,distancia_del_centro_poblado_hacia_la_capital_del_distritokm,distancia_del_centro_poblado_hacia_el_centro_poblado_educativo,distancia_del_centro_poblado_hacia_el_centro_de_salud_mas_cerca,alumbrado_publico,telefono_publico,local_comunal,hostal__albergue,estacion_de_radio,institucion_educativa_primaria,institucion_educativa_secundaria,establecimiento_puesto_de_salud,puesto_policial,oficina_de_correo,cabina_de_internet,heladas_nevadas,granizadas,lluvias,sequias,vendavales_vientos_fuertes,inundaciones,derrumbesdeslizamientos,huaycos__aludesaluviones,desertificaciones,salinizacion_de_los_suelos,actividad_volcanica,sismos,tsunami_u_oleadas_anomalos,otros_fenomenos_nat,derrame_de_sustancias_o_desechos_toxicos,fugas_de_gases_toxicos,explosiones,incendios_y_quemas,crianza_de_animales_en_zonas_urbanas,incremento_de_zonas_indus_no_autorizadas,zonas_aereoportuarias,rellenos_sanitarios,subversiones_yo_conflictos_sociales,otros_peligros,un_lecho_de_rio_o_quebrada,un_cuartel_militar_o_policial,una_via_ferrea,la_erosion_de_rios_en_laderas_de_cerros,barrancos_o_precipicios,otros,pistas_y_veredas_en_la_mayori_de_sus_calles_yo_manzanas,canales_de_drenaje_en_las_calles_para_la_evacuacion_de_las_agua,idioma_o_lengua_que_se_habla_con_mayor_frecuencia
AYACUCHO,PARINACOCHAS,PUYUSCA,TUCUNI,,0507060068,-73.6450970000,-15.2571930000,3308.0,4,2,no,no,no,carretera asfaltada,automovil,diario,30,13.1,2.26,4.82,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,PARINACOCHAS,UPAHUACHO,TINACCA PATA CRUZ OCCO,,0507080068,-73.4374283333,-14.9111966667,3930.4,1,1,no,no,no,camino carrozable,omnibus,interdiario,240,75.3,8.75,15.94,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,HUALLCCA,,0508060068,-73.1632116671,-15.1498250002,3947.7,3,1,no,no,no,camino de herradura / trocha,a pie,,180,24,5.53,5.8,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,VICTOR FAJARDO,HUANCAPI,INCA CCASA,,0510010068,-74.0497600000,-13.7777383333,3367.6,2,5,no,no,no,camino de herradura / trocha,a pie,,60,16.5,0.75,9.75,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,
AYACUCHO,VICTOR FAJARDO,CANARIA,QOÑAYPAMPA,,0510050068,-73.9541816667,-13.9591533333,3334.8,3,4,no,no,no,camino de herradura / trocha,a pie,,60,37.9,8.05,26.53,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VICTOR FAJARDO,HUALLA,WAYRURUPATA,NEP,0510100068,-74.0359150000,-13.8343933333,4199.8,1,2,no,no,no,camino de herradura / trocha,acemila,,300,107.7,25.28,34.78,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,no,no,no,no,no,no,si,no,no,no,no,si,no,no,no,no,no,no,no,no,si,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,PARIA,unidad agropecuaria,0510120068,-74.5801166667,-13.6569783333,4334.5,1,1,no,no,no,camino de herradura / trocha,a pie,,300,129,18.49,35.77,no,no,no,no,no,no,no,no,no,no,no,si,no sabe,si,si,si,no,no sabe,no sabe,no sabe,no sabe,no,no,no,no,no,no sabe,no sabe,no sabe,no sabe,no,no,no sabe,no,no,si,no sabe,no sabe,si,si,no sabe,no sabe,no,quechua
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,AYSARCA,,0511010068,-73.8020383333,-13.6258166667,2072.3,5,9,no,no,no,camino de herradura / trocha,a pie,,300,112.1,5.67,12.62,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUAMANGA,CHIARA,SANTA ROSA,NEP,0501050069,-74.1134750000,-13.5048716667,3435.2,140,63,si,no,no,carretera afirmada,automovil,diario,210,96.7,3.31,6.67,si,si,si,no,no,si,no,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,quechua
AYACUCHO,HUAMANGA,VINCHOS,PUEBLO LIBRE DE ACCOPAMPA,unidad agropecuaria,0501140069,-74.3474783333,-13.2693566667,3197.4,15,8,si,si,no,camino de herradura / trocha,a pie,,90,11.9,2.92,5.58,no,no,si,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,CANGALLO,LOS MOROCHUCOS,PATACORRAL,,0502030069,-74.2158466667,-13.5638550000,3421.5,25,10,no,si,no,camino carrozable,a pie,,40,15.9,1.63,7.29,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,si,si,no,no,si,no,no,no,
AYACUCHO,CANGALLO,PARAS,OCOBAMBA,,0502050069,-74.6483900000,-13.5195366667,3769.3,23,25,no,no,no,camino de herradura / trocha,a pie,,240,68.6,1.42,6.36,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,HUANCA SANCOS,SANCOS,TITANCA,,0503010069,-74.6328580000,-14.0934920000,4272.8,3,2,no,no,no,carretera asfaltada,automovil,interdiario,240,90.5,17.61,17.63,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,CARAPO,PISACCANI,,0503020069,-74.2728783333,-13.8280400000,4030.1,0,2,,,,,,,0,17.1,10.42,10.74,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,SACHAHUAYCCU,,0503040069,-74.4877100000,-13.8167283333,3937.6,3,2,no,no,no,camino de herradura / trocha,a pie,,300,140.2,10.84,11.3,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,HUANTA,HUANTA,RUNGUYOCC ALTA,,0504010069,-74.2042216667,-12.9606216667,3211.0,250,40,no,no,no,carretera asfaltada,automovil,diario,30,12,,7.86,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,HUANTA,AYAHUANCO,UTCUCCASA,,0504020069,-74.3133844444,-12.5433511111,3784.0,,,,,,,,,0,60.9,11.02,11.04,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,HUANTA,SANTILLANA,PATA ARANHUAY,,0504060069,-74.2944483333,-12.6940650000,3482.1,10,5,si,no,no,camino carrozable,camioneta,diario,60,58.2,0.39,0.51,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,HUANTA,SIVIA,TUNKIPUKIU,,0504070069,-73.9801550000,-12.5683200000,1364.6,35,15,no,no,no,camino de herradura / trocha,a pie,,300,146,7.44,16.52,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,LA MAR,SAN MIGUEL,MATARA,OTROS,0505010069,-73.8974083333,-13.0405216667,2790.5,18,5,no,no,no,camino de herradura / trocha,a pie,,120,85.1,2.25,2.16,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,LA MAR,ANCO,SARABAMBA,caserio,0505020069,-73.7255366667,-13.1827300000,1635.2,90,20,si,si,no,camino de herradura / trocha,a pie,,1800,257.8,6.58,29.82,no,no,si,no,no,no,no,no,no,no,no,no,si,si,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua

AYACUCHO,LA MAR,TAMBO,MASINGA BAJA,OTROS,0505080069,-73.9929983333,-12.9252466667,3064.5,20,50,si,no,no,camino carrozable,omnibus,diario,120,28.9,1.88,1.84,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,LUCANAS,PUQUIO,CHUYCHO,,0506010069,-73.9623100000,-14.7429566667,4252.3,2,2,no,no,no,carretera afirmada,a pie,,320,106.3,24,30.4,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,
AYACUCHO,LUCANAS,AUCARA,SANTA CRUZ DE ORCCOSA,,0506020069,-74.0349650000,-14.2506416667,3154.9,30,30,si,si,no,camino carrozable,omnibus,interdiario,120,41.5,0.2,3.59,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,LUCANAS,CHIPAO,CORDOVA,,0506060069,-73.8652000000,-14.3203083333,3968.6,9,2,no,no,no,camino de herradura / trocha,a pie,,240,37.9,7.01,13.42,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,HUAC-HUAS,PARIONAPATA,,0506070069,-74.6939650000,-14.0211116667,4056.8,4,1,no,no,no,camino de herradura / trocha,a pie,,300,229.6,0.69,0.69,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,LUCANAS,LARAMATE,RODIUNA,,0506080069,-74.8743050000,-14.2956900000,2948.2,0,1,,,,,,,0,23,1.66,10.65,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,LUCANAS,LLAUTA,PUNA JAICHILLA,,0506100069,-74.8245166667,-14.2027000000,4170.7,300,150,no,no,no,carretera asfaltada,automovil,diario,160,26.2,12.42,12.07,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,LUCANAS,PAMPARQUE,,0506110069,-74.2561066670,-14.6064433330,3301.7,3,1,no,no,no,camino de herradura / trocha,a pie,,90,17,2.41,7.91,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,OTOCA,CHIMANCA,,0506130069,-74.7783380000,-14.5232600000,1576.3,1,1,no,no,no,camino carrozable,camioneta,diario,260,25,4.41,5.07,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,SAISA,CCUNCA,,0506140069,-74.3771916667,-14.9407950000,3065.6,2,1,no,no,no,camino de herradura / trocha,automovil,interdiario,30,28.7,3.63,3.66,no,no,no,no,no,no,no,no,no,no,no,si,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,SAN PEDRO,CAÑA PLANTANA,,0506170069,-74.3348966667,-15.0647633333,1103.1,2,2,no,no,no,camino de herradura / trocha,a pie,,720,516.3,3.05,39.48,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,si,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,SAN JOSE DE CHALCAS,,0506180069,-74.6648750000,-14.3934300000,2699.7,10,12,si,si,no,camino carrozable,moto/mototaxi,diario,60,11,5.13,5.16,,,,,,,,,,,,si,si,si,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,SANCOS,MOLLES,,0506190069,-73.9653950000,-15.0687600000,2839.0,1,1,no,no,no,carretera afirmada,omnibus,interdiario,360,9.2,4.36,4.22,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,PARINACOCHAS,CORACORA,PUCA GALLO,,0507010069,-73.7370700000,-15.0397499999,3494.1,2,2,no,no,no,camino de herradura / trocha,a pie,,120,18.2,8.58,11.82,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,PARINACOCHAS,PULLO,TAMBO,,0507050069,-73.9730500000,-15.3236750000,3331.4,2,5,no,no,no,camino de herradura / trocha,a pie,,180,82.6,20.1,39.78,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,LLACCABAMBA,,0508060069,-73.1814449998,-15.1908383330,3527.5,2,1,no,no,no,camino de herradura / trocha,a pie,,15,4,2.2,2.32,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,VICTOR FAJARDO,HUANCAPI,CCAMPATUYLLA,,0510010069,-74.0647700000,-13.8254233333,4214.2,3,3,no,no,no,camino de herradura / trocha,a pie,,360,207.7,18.06,17.94,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VICTOR FAJARDO,HUALLA,QORMACCATA,NEP,0510100069,-74.0210833333,-13.8452683333,3859.0,1,2,no,no,no,camino de herradura / trocha,acemila,,270,69.6,22.11,31.61,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,si,no,no,no,no,si,no,no,no,no,no,no,no,no,si,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,CHAPCCARA,unidad agropecuaria,0510120069,-74.6080850000,-13.6445316667,4537.7,1,5,no,no,no,camino de herradura / trocha,a pie,,255,284.2,15.74,20.53,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no sabe,no sabe,no,no sabe,no sabe,no,no,no,no,no,no,no,no,no,no sabe,no sabe,no sabe,no,no sabe,no,no,si,si,no sabe,no sabe,no,quechua
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,LUCUMAYOQ,,0511010069,-73.8184966667,-13.6211200000,2769.1,1,2,no,no,no,camino de herradura / trocha,a pie,,290,74.9,2.56,9.51,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,HUAMANGA,CHIARA,INTIHUASI,NEP,0501050070,-74.2009750000,-13.2805766667,3541.7,150,57,si,si,no,camino carrozable,automovil,diario,25,4.2,1.83,48.18,si,no,si,no,no,no,no,no,no,no,no,no,si,no,no sabe,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,quechua
AYACUCHO,HUAMANGA,VINCHOS,SAN JOSE DE MAYOBAMBA,unidad agropecuaria,0501140070,-74.3441616667,-13.2684666667,3204.9,30,15,si,si,no,carretera asfaltada,automovil,diario,10,5.3,1.54,3.54,si,no,si,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,si,no,no,no,si,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,CANGALLO,LOS MOROCHUCOS,SUCA,,0502030070,-74.2093666667,-13.5632816667,3345.6,9,6,si,si,no,camino carrozable,a pie,,30,4.8,1.2,6.04,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,
AYACUCHO,CANGALLO,PARAS,HUANCALLPA,,0502050070,-74.5564500000,-13.5076150000,4315.5,5,7,no,no,no,camino de herradura / trocha,a pie,,270,97.6,10.89,14.88,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,CARAPO,ÑECCE,,0503020070,-74.2351950000,-13.7972716670,4254.9,2,5,no,no,no,camino de herradura / trocha,a pie,,240,92.2,28.81,29.14,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SACSAMARCA,WILLULLO,,0503030070,-74.2571416667,-13.9045416667,3745.2,3,4,no,no,no,camino de herradura / trocha,a pie,,120,36,5.39,5.82,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,ORCCUNCANCHA,,0503040070,-74.5098750000,-13.8252500000,4178.2,1,2,no,no,no,camino de herradura / trocha,a pie,,240,83,25.33,24.87,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,
AYACUCHO,HUANTA,HUANTA,ROSARIO,,0504010070,-74.2452301477,-12.9590291149,2623.3,140,24,si,no,no,carretera afirmada,moto/mototaxi,diario,5,4.7,1.5,2.43,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no sabe,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,

AYACUCHO,HUANTA,SANTILLANA,CCACCAHUASAN,,0504060070,-74.2622783333,-12.6978750000,3789.2,3,2,no,no,no,camino de herradura / trocha,a pie,,120,54.6,4.54,13.44,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,HUANTA,SIVIA,NARANJAL,,0504070070,-73.9736000000,-12.5765183333,1483.4,6,2,no,no,no sabe,camino de herradura / trocha,a pie,,210,166,9.11,18.19,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,LA MAR,SAN MIGUEL,COCHAS ALTA,caserio,0505010070,-73.8828616667,-13.0506966667,3231.2,60,38,no,si,no,carretera afirmada,automovil,diario,180,61.6,6.11,1.32,si,si,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua


AYACUCHO,LA MAR,TAMBO,CALIFORNIA UKIN CANCHA,OTROS,0505080070,-73.9930816667,-12.8796200000,3405.6,100,50,si,no,no,camino de herradura / trocha,a pie,,180,44.9,2.16,12.43,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,si,si,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,quechua
AYACUCHO,LUCANAS,PUQUIO,YURACCANCHA II,,0506010070,-73.8957033333,-14.7478500000,4194.4,2,2,no,no,no,camino de herradura / trocha,a pie,,380,210,22.75,44.57,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no sabe,si,no,no,si,si,no,no,no,
AYACUCHO,LUCANAS,AUCARA,TOTORAPATA,,0506020070,-74.0864466670,-14.2418900000,3840.5,0,5,,,,,,,0,64.1,7.38,7.44,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,LUCANAS,CHAVIÑA,PITATE,,0506050070,-73.8779733330,-15.0471666670,3559.7,1,1,no,no,no,carretera afirmada,omnibus,interdiario,240,28.4,5.68,14.25,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,LUCANAS,CHIPAO,TANTAR PUCRO,,0506060070,-73.8937250000,-14.3479500000,3245.2,0,1,,,,,,,0,8,3.26,9.66,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,LUCANAS,HUAC-HUAS,ISMAY,,0506070070,-74.6918983333,-14.0224133333,4059.7,2,1,no,no,no,camino de herradura / trocha,a pie,,300,233.8,0.58,0.58,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,si,si,si,no,si,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,LUCANAS,LARAMATE,FERRUSCCA,,0506080070,-74.8353066670,-14.3478133330,3294.9,0,2,,,,,,,0,49.1,5.02,17.84,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,LUCANAS,LEONCIO PRADO,TARACHAYOCC,,0506090070,-74.6393516667,-14.7140850000,2844.3,1,1,no,no,no,camino de herradura / trocha,a pie,,140,45.9,4.56,4.71,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,LUCANAS,LLAUTA,PUNA PUTUNGO,,0506100070,-74.8721700000,-14.2157083333,3757.5,300,150,no,no,no,carretera asfaltada,automovil,diario,160,16.8,3.66,3.31,no,no,no,no,no,no,no,no,no,no,no,si,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,LUCANAS,CCECHCCALLA,,0506110070,-74.2538033330,-14.6097466670,3238.9,2,1,no,no,no,camino de herradura / trocha,a pie,,90,16.8,3.64,9.15,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,LUCANAS,OCAÑA,MOLINO,,0506120070,-74.9465316667,-14.4108316667,1500.7,2,6,no,no,no,camino carrozable,automovil,diario,30,44.5,5.12,22.27,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,OTOCA,CONCEPCION,,0506130070,-74.8069180000,-14.5417380000,1499.2,120,60,no,si,no,camino de herradura / trocha,automovil,diario,60,33.8,,1.34,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua


AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,HUAYLLANE,,0506180070,-74.6207616667,-14.4167483333,3585.6,5,7,no,no,no,camino de herradura / trocha,a pie,,30,51.4,4.65,11.12,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,SANCOS,ÑAHUIN PUQUIO,,0506190070,-73.9607116667,-15.0624083333,2746.7,1,1,no,no,no,carretera afirmada,omnibus,interdiario,480,5.5,2.43,2.29,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,PARINACOCHAS,CORACORA,OCRA,,0507010070,-73.7534616668,-15.0465050002,3319.0,18,15,no,no,no,carretera asfaltada,automovil,diario,60,9,4.02,7.26,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,PARINACOCHAS,PULLO,OQUETA,,0507050070,-73.9892083333,-15.3341033333,3236.0,4,9,no,no,no,camino carrozable,camioneta,diario,120,77.5,17.47,37.34,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PARINACOCHAS,UPAHUACHO,CANCAHUA,,0507080070,-73.4267850000,-14.8976100000,3686.7,1,1,no,no,no,camino de herradura / trocha,acemila,,180,42.6,6.03,13.22,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,CHUICHO,,0508060070,-73.1957166669,-15.2047266668,3155.0,2,2,no,no,no,camino carrozable,omnibus,diario,60,11.7,6.08,6.2,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,
